#,Couple,Dance,Song,Date,Series,Week,Order,Craig,Arlene,Darcey,Len,Alesha,Shirley,Guest,Motsi,Bruno,Total,Type
1584,Alexandra & Gorka,Waltz,(You Make Me Feel Like) A Natural Woman,"Series 15, Week 1",15,1,3,5,-,6,-,-,6,-,-,7,24,Ballroom
1585,Simon & Karen,Paso doble,Song 2,"Series 15, Week 1",15,1,4,3,-,5,-,-,5,-,-,4,17,Latin
1586,Charlotte & Brendan,Foxtrot,The Best Is Yet To Come,"Series 15, Week 1",15,1,5,5,-,5,-,-,6,-,-,6,22,Ballroom
1587,Chizzy & Pasha,Cha cha cha,Boogie Fever,"Series 15, Week 1",15,1,6,4,-,5,-,-,6,-,-,6,21,Latin
1588,Jonnie & Oti,Waltz,When I Need You,"Series 15, Week 1",15,1,7,4,-,5,-,-,5,-,-,6,20,Ballroom
1589,Joe & Katya,Jive,Rockin' Robin,"Series 15, Week 1",15,1,8,7,-,7,-,-,8,-,-,7,29,Latin
1590,Susan & Kevin,Viennese Waltz,Mad About The Boy,"Series 15, Week 1",15,1,9,5,-,5,-,-,5,-,-,5,20,Ballroom
1591,Debbie & Giovanni,Paso doble,Be Italian,"Series 15, Week 1",15,1,10,8,-,8,-,-,7,-,-,7,30,Latin
1592,Davood & Nadiya,Cha cha cha,Dedication To My Ex,"Series 15, Week 1",15,1,11,6,-,7,-,-,7,-,-,7,27,Latin
1593,Ruth & Anton,Waltz,This Nearly Was Mine,"Series 15, Week 1",15,1,12,3,-,4,-,-,4,-,-,5,16,Ballroom
1594,Richard & Dianne,Cha cha cha,There Must Be An Angel (Playing With My Heart),"Series 15, Week 1",15,1,13,2,-,4,-,-,6,-,-,5,17,Latin
1595,Mollie & AJ,Jive,Good Golly Miss Molly,"Series 15, Week 1",15,1,14,4,-,6,-,-,7,-,-,6,23,Latin
1596,Aston & Janette,Foxtrot,It Had To Be You,"Series 15, Week 1",15,1,15,7,-,8,-,-,8,-,-,8,31,Ballroom
1597,Chizzy & Pasha,Foxtrot,I'm A Woman,"Series 15, Week 2",15,2,1,3,-,5,-,-,4,-,-,4,16,Ballroom
1598,Aston & Janette,Salsa,Despacito,"Series 15, Week 2",15,2,2,7,-,8,-,-,8,-,-,9,32,Speciality
1599,Susan & Kevin,Charleston,If You Knew Susie,"Series 15, Week 2",15,2,3,3,-,6,-,-,7,-,-,6,22,Speciality
1600,Charlotte & Brendan,Cha cha cha,Sugar,"Series 15, Week 2",15,2,4,2,-,4,-,-,3,-,-,3,12,Latin
1601,Joe & Katya,Tango,Castle On The Hill,"Series 15, Week 2",15,2,5,5,-,6,-,-,5,-,-,6,22,Ballroom
1602,Brian & Amy,Cha cha cha,Shake Your Groove Thing,"Series 15, Week 2",15,2,6,3,-,5,-,-,5,-,-,6,19,Latin
1603,Gemma & Aljaž,Waltz,Un Giorno Per Noi,"Series 15, Week 2",15,2,7,6,-,6,-,-,7,-,-,7,26,Ballroom
1604,Richard & Dianne,American Smooth,Love Really Hurts Without You,"Series 15, Week 2",15,2,8,3,-,4,-,-,5,-,-,5,17,Speciality
1605,Ruth & Anton,Charleston,Charleston,"Series 15, Week 2",15,2,9,3,-,5,-,-,6,-,-,6,20,Speciality
1606,Simon & Karen,Waltz,You'll Never Walk Alone,"Series 15, Week 2",15,2,10,4,-,4,-,-,6,-,-,5,19,Ballroom
1607,Mollie & AJ,Tango,Addicted To Love,"Series 15, Week 2",15,2,11,4,-,6,-,-,8,-,-,7,25,Ballroom
1608,Jonnie & Oti,Jive,Johnny B. Goode,"Series 15, Week 2",15,2,12,6,-,7,-,-,8,-,-,8,29,Latin
1609,Debbie & Giovanni,Viennese Waltz,She's Always A Woman,"Series 15, Week 2",15,2,13,8,-,9,-,-,9,-,-,8,34,Ballroom
1610,Davood & Nadiya,Quickstep,Last Nite,"Series 15, Week 2",15,2,14,6,-,7,-,-,7,-,-,7,27,Ballroom
1611,Alexandra & Gorka,Paso doble,Ven A Bailar,"Series 15, Week 2",15,2,15,9,-,9,-,-,9,-,-,9,36,Latin
1612,Simon & Karen,Quickstep,You've Got A Friend In Me,"Series 15, Week 3",15,3,1,3,-,5,-,-,6,-,-,5,19,Ballroom
1613,Ruth & Anton,Rumba,Diamonds Are Forever,"Series 15, Week 3",15,3,2,3,-,5,-,-,3,-,-,4,15,Latin
1614,Mollie & AJ,American Smooth,Climb Every Mountain,"Series 15, Week 3",15,3,3,7,-,7,-,-,8,-,-,8,30,Speciality
1615,Richard & Dianne,Paso doble,Flash's Theme,"Series 15, Week 3",15,3,4,2,-,4,-,-,4,-,-,4,14,Latin
1616,Debbie & Giovanni,Quickstep,Let's Call The Whole Thing Off,"Series 15, Week 3",15,3,5,6,-,8,-,-,7,-,-,8,29,Ballroom
1617,Brian & Amy,American Smooth,If I Only Had A Brain,"Series 15, Week 3",15,3,6,5,-,5,-,-,6,-,-,6,22,Speciality
1618,Gemma & Aljaž,Charleston,The Bare Necessities,"Series 15, Week 3",15,3,7,7,-,8,-,-,8,-,-,8,31,Speciality
1619,Charlotte & Brendan,Tango,Danger Zone,"Series 15, Week 3",15,3,8,4,-,5,-,-,4,-,-,4,17,Ballroom
1620,Jonnie & Oti,Paso doble,The Raiders March,"Series 15, Week 3",15,3,9,6,-,6,-,-,7,-,-,7,26,Latin
1621,Susan & Kevin,Samba,Wonder Woman,"Series 15, Week 3",15,3,10,4,-,5,-,-,5,-,-,6,20,Latin
1622,Joe & Katya,Viennese Waltz,"Somewhere, My Love","Series 15, Week 3",15,3,11,8,-,8,-,-,8,-,-,8,32,Ballroom
1623,Aston & Janette,Cha cha cha,Can't Stop The Feeling,"Series 15, Week 3",15,3,12,8,-,9,-,-,9,-,-,9,35,Latin
1624,Alexandra & Gorka,American Smooth,Wouldn't It Be Loverly,"Series 15, Week 3",15,3,13,8,-,8,-,-,8,-,-,9,33,Speciality
1625,Davood & Nadiya,Samba,Stayin' Alive,"Series 15, Week 3",15,3,14,4,-,7,-,-,7,-,-,7,25,Latin
1626,Debbie & Giovanni,Cha cha cha,The Shoop Shoop Song (It's In His Kiss),"Series 15, Week 4",15,4,1,6,-,6,-,-,7,-,-,8,27,Latin
1627,Brian & Amy,Paso doble,I Believe In A Thing Called Love,"Series 15, Week 4",15,4,2,4,-,6,-,-,6,-,-,5,21,Latin
1628,Mollie & AJ,Salsa,Súbeme La Radio,"Series 15, Week 4",15,4,3,6,-,7,-,-,7,-,-,7,27,Speciality
1629,Davood & Nadiya,Viennese Waltz,Say You Love Me,"Series 15, Week 4",15,4,4,6,-,7,-,-,8,-,-,8,29,Ballroom
1630,Charlotte & Brendan,Jive,Marry You,"Series 15, Week 4",15,4,5,4,-,5,-,-,5,-,-,5,19,Latin
1631,Joe & Katya,Cha cha cha,You Keep Me Hanging On,"Series 15, Week 4",15,4,6,5,-,7,-,-,6,-,-,6,24,Latin
1632,Ruth & Anton,Tango,Allegretto,"Series 15, Week 4",15,4,7,6,-,6,-,-,6,-,-,6,24,Latin
1633,Aston & Janette,Quickstep,Mr Blue Sky,"Series 15, Week 4",15,4,8,7,-,8,-,-,8,-,-,9,32,Ballroom
1634,Simon & Karen,Samba,Copacabana,"Series 15, Week 4",15,4,9,4,-,5,-,-,5,-,-,5,19,Latin
1635,Gemma & Aljaž,Paso doble,Viva La Vida,"Series 15, Week 4",15,4,10,8,-,9,-,-,9,-,-,9,35,Latin
1636,Alexandra & Gorka,Jive,Proud Mary,"Series 15, Week 4",15,4,11,9,-,10,-,-,10,-,-,10,39,Latin
1637,Jonnie & Oti,American Smooth,Cry Me A River,"Series 15, Week 4",15,4,12,7,-,8,-,-,8,-,-,8,31,Speciality
1638,Susan & Kevin,Quickstep,Bring Me Sunshine,"Series 15, Week 4",15,4,13,7,-,7,-,-,8,-,-,8,30,Ballroom
1639,Davood & Nadiya,Jive,Tell Her About It,"Series 15, Week 5",15,5,1,6,-,8,-,-,8,-,-,-,22,29.3
1640,Mollie & AJ,Viennese Waltz,Anyone Who Had A Heart,"Series 15, Week 5",15,5,2,8,-,8,-,-,8,-,-,-,24,32.0
1641,Simon & Karen,Charleston,Fit As A Fiddle (And Ready For Love),"Series 15, Week 5",15,5,3,5,-,5,-,-,6,-,-,-,16,21.3
1642,Debbie & Giovanni,Rumba,Baby Can I Hold You,"Series 15, Week 5",15,5,4,9,-,9,-,-,9,-,-,-,27,36.0
1643,Brian & Amy,Jive,It's Not Unusual,"Series 15, Week 5",15,5,5,4,-,6,-,-,6,-,-,-,16,21.3
1644,Susan & Kevin,Cha cha cha,Shout Out To My Ex,"Series 15, Week 5",15,5,6,4,-,5,-,-,7,-,-,-,16,21.3
1645,Aston & Janette,Waltz,Can't Help Falling In Love,"Series 15, Week 5",15,5,7,8,-,8,-,-,8,-,-,-,24,32.0
1646,Ruth & Anton,Samba,Love Is In The Air,"Series 15, Week 5",15,5,8,5,-,5,-,-,6,-,-,-,16,21.3
1647,Gemma & Aljaž,Foxtrot,Believe,"Series 15, Week 5",15,5,9,8,-,8,-,-,8,-,-,-,24,32.0
1648,Joe & Katya,Paso doble,Diablo Rojo,"Series 15, Week 5",15,5,10,7,-,9,-,-,10,-,-,-,26,34.7
1649,Alexandra & Gorka,Samba,Shape Of You,"Series 15, Week 5",15,5,11,7,-,8,-,-,8,-,-,-,23,30.7
1650,Jonnie & Oti,Quickstep,Part-Time Lover,"Series 15, Week 5",15,5,12,7,-,8,-,-,9,-,-,-,24,32.0
1651,Jonnie & Oti,Cha cha cha,Troublemaker,"Series 15, Week 6",15,6,1,4,-,6,-,-,5,-,-,5,20,Latin
1652,Ruth & Anton,Quickstep,Theme from 'Bewitched',"Series 15, Week 6",15,6,2,4,-,6,-,-,6,-,-,6,22,Ballroom
1653,Simon & Karen,American Smooth,Delilah,"Series 15, Week 6",15,6,3,2,-,5,-,-,5,-,-,4,16,Speciality
1654,Gemma & Aljaž,Jive,Ever Fallen In Love,"Series 15, Week 6",15,6,4,7,-,8,-,-,7,-,-,8,30,Latin
1655,Joe & Katya,Foxtrot,Trouble,"Series 15, Week 6",15,6,5,8,-,8,-,-,8,-,-,8,32,Ballroom
1656,Mollie & AJ,Cha cha cha,Better The Devil You Know,"Series 15, Week 6",15,6,6,6,-,7,-,-,7,-,-,7,27,Latin
1657,Alexandra & Gorka,Tango,Maneater,"Series 15, Week 6",15,6,7,9,-,9,-,-,9,-,-,8,35,Ballroom
1658,Davood & Nadiya,Rumba,Wicked Game,"Series 15, Week 6",15,6,8,5,-,7,-,-,6,-,-,7,25,Latin
1659,Susan & Kevin,Foxtrot,Killer Queen,"Series 15, Week 6",15,6,9,3,-,5,-,-,5,-,-,5,18,Ballroom
1660,Debbie & Giovanni,Charleston,Frankie,"Series 15, Week 6",15,6,10,9,-,10,-,-,10,-,-,10,39,Speciality
1661,Aston & Janette,Paso doble,Smells Like Teen Spirit,"Series 15, Week 6",15,6,11,9,-,10,-,-,9,-,-,10,38,Latin
1662,Alexandra & Gorka,Cha cha cha,I've Got The Music In Me,"Series 15, Week 7",15,7,1,9,-,10,-,-,10,-,-,10,39,Latin
1663,Mollie & AJ,Foxtrot,Call Me Irresponsible,"Series 15, Week 7",15,7,2,6,-,7,-,-,7,-,-,7,27,Ballroom
1664,Joe & Katya,Charleston,Alexander's Ragtime Band,"Series 15, Week 7",15,7,3,9,-,9,-,-,9,-,-,9,36,Speciality
1665,Gemma & Aljaž,Salsa,Sun Comes Up,"Series 15, Week 7",15,7,4,5,-,7,-,-,7,-,-,7,26,Speciality
1666,Aston & Janette,Viennese Waltz,Who's Loving You,"Series 15, Week 7",15,7,5,4,-,7,-,-,7,-,-,7,25,Ballroom
1667,Ruth & Anton,Paso doble,The Shady Dame from Seville,"Series 15, Week 7",15,7,6,4,-,6,-,-,6,-,-,6,22,Latin
1668,Debbie & Giovanni,Tango,I Gotta Feeling,"Series 15, Week 7",15,7,7,10,-,10,-,-,10,-,-,10,40,Ballroom
1669,Jonnie & Oti,Salsa,Turn Me On,"Series 15, Week 7",15,7,8,6,-,7,-,-,7,-,-,7,27,Speciality
1670,Susan & Kevin,Jive,This Ole House,"Series 15, Week 7",15,7,9,6,-,7,-,-,8,-,-,8,29,Latin
1671,Davood & Nadiya,American Smooth,This Will Be (An Ever Lasting Love),"Series 15, Week 7",15,7,10,8,-,9,-,-,9,-,-,9,35,Speciality
1672,Susan & Kevin,Tango,Firework,"Series 15, Week 8",15,8,1,5,-,6,-,-,8,-,-,8,27,Ballroom
1673,Joe & Katya,Rumba,One,"Series 15, Week 8",15,8,2,7,-,8,-,-,9,-,-,9,33,Latin
1674,Ruth & Anton,Foxtrot,Mack the Knife,"Series 15, Week 8",15,8,3,4,-,5,-,-,4,-,-,5,18,Ballroom
1675,Davood & Nadiya,Charleston,The Lambeth Walk,"Series 15, Week 8",15,8,4,9,-,9,-,-,10,-,-,10,38,Speciality
1676,Gemma & Aljaž,Viennese Waltz,You Don't Have To Say You Love Me,"Series 15, Week 8",15,8,5,7,-,7,-,-,7,-,-,7,28,Ballroom
1677,Alexandra & Gorka,Argentine Tango,Mi Confesion,"Series 15, Week 8",15,8,6,9,-,9,-,-,10,-,-,10,38,Speciality
1678,Mollie & AJ,Paso doble,Layla,"Series 15, Week 8",15,8,7,5,-,6,-,-,6,-,-,5,22,Latin
1679,Jonnie & Oti,Foxtrot,Someone Like You,"Series 15, Week 8",15,8,8,4,-,5,-,-,6,-,-,6,21,Ballroom
1680,Debbie & Giovanni,Salsa,Can't Take My Eyes Off You,"Series 15, Week 8",15,8,9,9,-,9,-,-,8,-,-,9,35,Speciality
1681,Mollie & AJ,Charleston,Wings,"Series 15, Week 9",15,9,1,6,-,7,-,-,8,-,-,8,29,Speciality
1682,Susan & Kevin,Paso doble,Scott & Fran's Paso Doble,"Series 15, Week 9",15,9,2,5,-,6,-,-,7,-,-,7,25,Latin
1683,Debbie & Giovanni,Samba,Wannabe / Who Do You Think You Are,"Series 15, Week 9",15,9,3,7,-,8,-,-,9,-,-,9,33,Latin
1684,Jonnie & Oti,Tango,Sweet Dreams (Are Made Of This),"Series 15, Week 9",15,9,4,6,-,7,-,-,6,-,-,7,26,Ballroom
1685,Gemma & Aljaž,American Smooth,Downtown,"Series 15, Week 9",15,9,5,9,-,9,-,-,10,-,-,10,38,Speciality
1686,Davood & Nadiya,Paso doble,Live And Let Die,"Series 15, Week 9",15,9,6,8,-,9,-,-,9,-,-,9,35,Latin
1687,Alexandra & Gorka,Quickstep,We're In The Money,"Series 15, Week 9",15,9,7,9,-,10,-,-,10,-,-,10,39,Ballroom
1688,Joe & Katya,Salsa,Ride On Time,"Series 15, Week 9",15,9,8,8,-,8,-,-,9,-,-,9,34,Speciality
1689,Joe & Katya,Quickstep,Jumpin' Jack,"Series 15, Week 10",15,10,1,9,-,9,-,-,10,-,-,10,38,Ballroom
1690,Alexandra & Gorka,Rumba,Halo,"Series 15, Week 10",15,10,2,7,-,8,-,-,8,-,-,9,32,Latin
1691,Gemma & Aljaž,Samba,The River Of Dreams,"Series 15, Week 10",15,10,3,6,-,6,-,-,6,-,-,7,25,Latin
1692,Mollie & AJ,Quickstep,Umbrella,"Series 15, Week 10",15,10,4,7,-,7,-,-,8,-,-,9,31,Ballroom
1693,Davood & Nadiya,Waltz,With You I'm Born Again,"Series 15, Week 10",15,10,5,8,-,9,-,-,9,-,-,9,35,Ballroom
1694,Debbie & Giovanni,Argentine Tango,Por Una Cabeza,"Series 15, Week 10",15,10,6,9,-,9,-,-,10,-,-,10,38,Speciality
1695,Susan & Kevin,American Smooth,Beyond The Sea,"Series 15, Week 10",15,10,7,4,-,6,-,-,5,-,-,6,21,Speciality
1696,Gemma & Aljaž,Quickstep,"Hello, Dolly!","Series 15, Week 11",15,11,1,6,-,7,-,-,8,-,-,8,29,Ballroom
1697,Mollie & AJ,Rumba,Hopelessly Devoted To You,"Series 15, Week 11",15,11,2,6,-,7,-,-,9,-,-,9,31,Latin
1698,Joe & Katya,Samba,Money Money,"Series 15, Week 11",15,11,3,9,-,9,-,-,9,-,-,10,37,Latin
1699,Debbie & Giovanni,American Smooth,Memory,"Series 15, Week 11",15,11,4,9,-,10,-,-,10,-,-,10,39,Speciality
1700,Davood & Nadiya,Argentine Tango,The Phantom Of The Opera,"Series 15, Week 11",15,11,5,7,-,8,-,-,7,-,-,7,29,Speciality
1701,Alexandra & Gorka,Charleston,Supercalifragilisticexpialidocious,"Series 15, Week 11",15,11,6,9,-,10,-,-,10,-,-,10,39,Speciality
1702,Joe & Katya,American Smooth,Have You Met Miss Jones?,"Series 15, Week 12",15,12,1,8,-,9,-,-,9,-,-,9,35,Speciality
1703,Alexandra & Gorka,Viennese Waltz,Everybody Hurts,"Series 15, Week 12",15,12,2,9,-,10,-,-,10,-,-,10,39,Ballroom
1704,Mollie & AJ,Samba,"Whenever, Wherever","Series 15, Week 12",15,12,3,4,-,7,-,-,7,-,-,6,24,Latin
1705,Gemma & Aljaž,Rumba,Beneath Your Beautiful,"Series 15, Week 12",15,12,4,7,-,8,-,-,7,-,-,8,30,Latin
1706,Debbie & Giovanni,Foxtrot,Isn't She Lovely,"Series 15, Week 12",15,12,5,7,-,9,-,-,9,-,-,9,34,Ballroom
1707,Joe & Katya,Argentine Tango,Human,"Series 15, Week 12",15,12,6,8,-,9,-,-,9,-,-,9,35,Speciality
1708,Alexandra & Gorka,Salsa,Finally,"Series 15, Week 12",15,12,7,10,-,10,-,-,10,-,-,10,40,Speciality
1709,Mollie & AJ,Waltz,Angel,"Series 15, Week 12",15,12,8,8,-,8,-,-,8,-,-,8,32,Ballroom
1710,Gemma & Aljaž,Tango,My Sharona,"Series 15, Week 12",15,12,9,8,-,8,-,-,8,-,-,8,32,Ballroom
1711,Debbie & Giovanni,Jive,I'm So Excited,"Series 15, Week 12",15,12,10,8,-,9,-,-,9,-,-,10,36,Ballroom
1712,Alexandra & Gorka,American Smooth,Wouldn't It Be Loverly,"Series 15, Week 13",15,13,1,10,-,10,-,-,10,-,-,10,40,Speciality
1713,Debbie & Giovanni,Salsa,Can't Take My Eyes Off You,"Series 15, Week 13",15,13,2,9,-,10,-,-,10,-,-,10,39,Speciality
1714,Gemma & Aljaž,Paso doble,Viva La Vida,"Series 15, Week 13",15,13,3,9,-,9,-,-,10,-,-,10,38,Latin
1715,Joe & Katya,Viennese Waltz,"Somewhere, My Love","Series 15, Week 13",15,13,4,9,-,10,-,-,10,-,-,10,39,Ballroom
1716,Alexandra & Gorka,Show dance,There's No Business Like Show Business,"Series 15, Week 13",15,13,5,9,-,10,-,-,10,-,-,10,39,Speciality
1717,Debbie & Giovanni,Show dance,One Day I'll Fly Away,"Series 15, Week 13",15,13,6,9,-,9,-,-,10,-,-,10,38,Speciality
1718,Gemma & Aljaž,Show dance,Show Me How You Burlesque,"Series 15, Week 13",15,13,7,8,-,9,-,-,10,-,-,10,37,Speciality
1719,Joe & Katya,Show dance,You Make My Dreams,"Series 15, Week 13",15,13,8,9,-,10,-,-,10,-,-,10,39,Speciality
1720,Alexandra & Gorka,Jive,Proud Mary,"Series 15, Week 13",15,13,9,10,-,10,-,-,10,-,-,10,40,Latin
1721,Debbie & Giovanni,Argentine Tango,Por Una Cabeza,"Series 15, Week 13",15,13,10,10,-,10,-,-,10,-,-,10,40,Speciality
1722,Gemma & Aljaž,American Smooth,Downtown,"Series 15, Week 13",15,13,11,9,-,10,-,-,10,-,-,10,39,Speciality
1723,Joe & Katya,Charleston,Alexander's Ragtime Band,"Series 15, Week 13",15,13,12,10,-,10,-,-,10,-,-,10,40,Speciality
1724,Danny & Amy,Foxtrot,Theme from Top Cat,"Series 16, Week 1",16,1,1,6,-,7,-,-,7,-,-,7,27,Ballroom
1725,Kate & Aljaž,Cha cha cha,Kiss,"Series 16, Week 1",16,1,2,4,-,6,-,-,4,-,-,6,20,Latin
1726,Lauren & AJ,Waltz,I'm Kissing You,"Series 16, Week 1",16,1,3,6,-,6,-,-,6,-,-,7,25,Ballroom
1727,Seann & Katya,Tango,SexyBack,"Series 16, Week 1",16,1,4,3,-,5,-,-,4,-,-,6,18,Ballroom
1728,Vick & Graziano,Jive,Feel It Still,"Series 16, Week 1",16,1,5,3,-,5,-,-,4,-,-,6,18,Latin
1729,Susannah & Anton,Samba,Tico Tico,"Series 16, Week 1",16,1,6,1,-,4,-,-,3,-,-,4,12,Latin
1730,Charles & Karen,Cha cha cha,Ain't No Love (Ain't No Use),"Series 16, Week 1",16,1,7,6,-,6,-,-,6,-,-,7,25,Latin
1731,Ashley & Pasha,Viennese waltz,Perfect,"Series 16, Week 1",16,1,8,7,-,8,-,-,7,-,-,7,29,Ballroom
1732,Ranj & Janette,Cha cha cha,How Will I Know,"Series 16, Week 1",16,1,9,6,-,6,-,-,8,-,-,7,27,Latin
1733,Katie & Gorka,Waltz,When We Were Young,"Series 16, Week 1",16,1,10,4,-,4,-,-,4,-,-,5,17,Ballroom
1734,Graeme & Oti,Samba,Soul Limbo,"Series 16, Week 1",16,1,11,5,-,6,-,-,6,-,-,5,22,Latin
1735,Stacey & Kevin,Quickstep,Dancing,"Series 16, Week 1",16,1,12,6,-,6,-,-,6,-,-,6,24,Ballroom
1736,Lee & Nadiya,Waltz,Take It To The Limit,"Series 16, Week 1",16,1,13,4,-,6,-,-,6,-,-,6,22,Ballroom
1737,Joe & Dianne,Jive,Take On Me,"Series 16, Week 1",16,1,14,6,-,7,-,-,7,-,-,7,27,Latin
1738,Faye & Giovanni,Cha cha cha,Lullaby,"Series 16, Week 1",16,1,15,7,-,8,-,-,7,-,-,7,29,Latin
1739,Stacey & Kevin,Cha cha cha,Came Here For Love,"Series 16, Week 2",16,2,1,4,-,5,-,-,5,-,-,6,20,Latin
1740,Charles & Karen,Quickstep,Sir Duke,"Series 16, Week 2",16,2,2,5,-,6,-,-,7,-,-,7,25,Ballroom
1741,Katie & Gorka,Paso doble,Confident,"Series 16, Week 2",16,2,3,2,-,4,-,-,3,-,-,4,13,Latin
1742,Graeme & Oti,American Smooth,Try A Little Tenderness,"Series 16, Week 2",16,2,4,3,-,5,-,-,3,-,-,4,15,Speciality
1743,Kate & Aljaž,Tango,No Roots,"Series 16, Week 2",16,2,5,6,-,7,-,-,7,-,-,7,27,Ballroom
1744,Joe & Dianne,Charleston,Cotton Eye Joe,"Series 16, Week 2",16,2,6,7,-,8,-,-,8,-,-,8,31,Speciality
1745,Susannah & Anton,Foxtrot,They Can’t Take That Away From Me,"Series 16, Week 2",16,2,7,1,-,4,-,-,4,-,-,3,12,Ballroom
1746,Lee & Nadiya,Jive,Blue Suede Shoes,"Series 16, Week 2",16,2,8,6,-,7,-,-,6,-,-,7,26,Latin
1747,Danny & Amy,Cha cha cha,Beggin',"Series 16, Week 2",16,2,9,7,-,7,-,-,7,-,-,7,28,Latin
1748,Vick & Graziano,Waltz,Somewhere,"Series 16, Week 2",16,2,10,7,-,7,-,-,6,-,-,7,27,Ballroom
1749,Ranj & Janette,Salsa,Fireball,"Series 16, Week 2",16,2,11,5,-,6,-,-,7,-,-,6,24,Speciality
1750,Faye & Giovanni,Viennese Waltz,It’s A Man’s Man’s Man’s World,"Series 16, Week 2",16,2,12,8,-,8,-,-,7,-,-,8,31,Ballroom
1751,Lauren & AJ,Charleston,New Rules,"Series 16, Week 2",16,2,13,5,-,6,-,-,5,-,-,6,22,Speciality
1752,Seann & Katya,Jive,I’m Still Standing,"Series 16, Week 2",16,2,14,2,-,4,-,-,4,-,-,5,15,Latin
1753,Ashley & Pasha,Cha cha cha,Boogie Wonderland,"Series 16, Week 2",16,2,15,8,-,8,-,-,7,-,-,9,32,Latin
1754,Vick & Graziano,Salsa,Take A Chance On Me,"Series 16, Week 3",16,3,1,6,-,7,-,-,7,-,-,7,27,Speciality
1755,Ranj & Janette,Quickstep,Prince Ali,"Series 16, Week 3",16,3,2,4,-,5,-,-,5,-,-,6,20,Ballroom
1756,Lee & Nadiya,Cha cha cha,The Power of Love,"Series 16, Week 3",16,3,3,3,-,5,-,-,5,-,-,6,19,Latin
1757,Kate & Aljaž,Foxtrot,Why Don't You Do Right,"Series 16, Week 3",16,3,4,6,-,7,-,-,8,-,-,8,29,Ballroom
1758,Stacey & Kevin,Jive,Happy,"Series 16, Week 3",16,3,5,8,-,8,-,-,8,-,-,8,32,Latin
1759,Joe & Dianne,American Smooth,Breaking Free,"Series 16, Week 3",16,3,6,6,-,7,-,-,6,-,-,7,26,Speciality
1760,Graeme & Oti,Charleston,Theme from Spider-Man,"Series 16, Week 3",16,3,7,7,-,8,-,-,8,-,-,8,31,Speciality
1761,Ashley & Pasha,Salsa,(I've Had) The Time of My Life,"Series 16, Week 3",16,3,8,8,-,9,-,-,9,-,-,9,35,Speciality
1762,Katie & Gorka,Foxtrot,City of Stars,"Series 16, Week 3",16,3,9,5,-,5,-,-,6,-,-,6,22,Ballroom
1763,Seann & Katya,Paso doble,Theme from The Matrix,"Series 16, Week 3",16,3,10,7,-,7,-,-,8,-,-,8,30,Latin
1764,Lauren & AJ,Cha cha cha,Fame,"Series 16, Week 3",16,3,11,4,-,5,-,-,5,-,-,6,20,Latin
1765,Charles & Karen,American Smooth,Up Where We Belong ,"Series 16, Week 3",16,3,12,6,-,6,-,-,6,-,-,7,25,Speciality
1766,Faye & Giovanni,Quickstep,You're The One That I Want,"Series 16, Week 3",16,3,13,9,-,9,-,-,9,-,-,9,36,Ballroom
1767,Danny & Amy,Paso doble,The Greatest Show,"Series 16, Week 3",16,3,14,6,-,7,-,-,7,-,-,8,28,Latin
1768,Joe & Dianne,Cha cha cha,Just Got Paid,"Series 16, Week 4",16,4,1,5,-,7,-,-,7,-,-,7,26,Latin
1769,Vick & Graziano,Quickstep,You Can't Hurry Love,"Series 16, Week 4",16,4,2,7,-,7,-,-,7,-,-,8,29,Ballroom
1770,Danny & Amy,Viennese waltz,I've Gotta Be Me,"Series 16, Week 4",16,4,3,6,-,7,-,-,7,-,-,7,27,Ballroom
1771,Faye & Giovanni,Rumba,Chandelier,"Series 16, Week 4",16,4,4,7,-,7,-,-,7,-,-,8,29,Latin
1772,Katie & Gorka,Jive,Why Do Fools Fall In Love,"Series 16, Week 4",16,4,5,3,-,5,-,-,5,-,-,5,18,Latin
1773,Charles & Karen,Salsa,Use It Up and Wear It Out,"Series 16, Week 4",16,4,6,6,-,6,-,-,6,-,-,7,25,Speciality
1774,Lauren & AJ,Quickstep,If You're Over Me,"Series 16, Week 4",16,4,7,6,-,6,-,-,6,-,-,7,25,Ballroom
1775,Ranj & Janette,Paso doble,Cancion del Mariachi,"Series 16, Week 4",16,4,8,6,-,7,-,-,7,-,-,7,27,Latin
1776,Kate & Aljaž,Samba,Africa,"Series 16, Week 4",16,4,9,4,-,5,-,-,5,-,-,6,20,Latin
1777,Graeme & Oti,Jive,Don't Stop Me Now,"Series 16, Week 4",16,4,10,5,-,7,-,-,7,-,-,7,26,Latin
1778,Ashley & Pasha,Tango,Look What You Made Me Do,"Series 16, Week 4",16,4,11,8,-,8,-,-,8,-,-,8,32,Ballroom
1779,Seann & Katya,Charleston,Bills,"Series 16, Week 4",16,4,12,6,-,7,-,-,8,-,-,7,28,Speciality
1780,Stacey & Kevin,Foxtrot,Hi Ho Silver Lining,"Series 16, Week 4",16,4,13,8,-,8,-,-,8,-,-,9,33,Ballroom
1781,Ranj & Janette,American Smooth,Wouldn't It Be Nice,"Series 16, Week 5",16,5,1,5,-,6,-,-,7,7,-,-,25,Speciality
1782,Lauren & AJ,Contemporary,Runnin' (Losin' It All),"Series 16, Week 5",16,5,2,4,-,6,-,-,7,7,-,-,24,Speciality
1783,Graeme & Oti,Tango,Roxanne,"Series 16, Week 5",16,5,3,6,-,7,-,-,8,8,-,-,29,Ballroom
